ID,Timestamp,X,Y,Particular Velocity,1,2,4,8,16,32,64,128,256,512,1024,2048,4096
25,1000.0,1.1,1,5,154.623219,30.538505
26,1000.0,1.2,2,7,70.191785,46.013737
27,1000.0,1.3,3,8,46.223763,138.626575,206.186327,33.713009
28,1000.0,1.4,3,7,67.738128,124.696801,23.961585
29,1000.0,1.5,3,6,46.81351,118.553094,24.452742
30,1000.0,1.6,3,5,40.043311,42.709706
31,1000.0,1.7,3,8,43.214269,52.866337
32,1000.0,1.4,4,9,63.576385,35.727581
33,1000.0,1.5,5,5,54.540369,67.8573,19.647546
34,1000.0,1.55,5,4,33.16525,40.253265
35,1000.0,1.7,7,0,43.855779,39.455106
36,1000.0,1.8,8,3,35.826353,31.14351
37,1000.0,1.9,9,1,40.360711,48.442981
38,16196.0,17850.753702199796,12519.408252071784,21.86,53.074787,34.240472
39,16196.0,17875.51189352635,25172.67506372989,44.2,38.028478,39.658087
40,16196.0,16238.45649771475,25234.09312344253,27.52,44.640864,42.158395
41,16196.0,15884.927288776187,25310.90066924045,27.23,79.6864,42.089887
42,16196.0,16773.921316423235,25219.666777999682,27.03,42.868209,29.392657
43,16196.0,16716.592930724906,25217.445265849823,27.78,31.409929,38.514332
44,16196.0,17452.593548138524,25455.613021073816,27.1,46.845234,46.066759
45,16196.0,16813.13059563319,25225.039687440876,27.75,38.047747,34.342311
46,16196.0,17670.137443341133,25546.605280116997,27.19,39.919777,45.484349
47,16196.0,17724.639021917345,25575.98972966183,27.43,35.017538,39.909748
48,16196.0,17926.785868023126,25686.61284123732,27.21,38.166568,34.002827
49,16196.0,15029.872714905743,25234.664201629195,27.07,41.05007,30.398729
50,16196.0,15379.248137766994,25347.23523953631,27.38,35.07956,30.326971
51,16196.0,15323.123105485032,25342.305626151436,27.14,36.320013,42.364699
52,16196.0,14884.53730342104,25177.528681288703,27.49,46.655068,31.973237
53,16196.0,14762.359895636475,25088.96519543226,27.41,37.368369,50.057218
54,16196.0,13680.76945981313,24177.943579262672,27.48,71.4555,32.598505
55,16196.0,21653.50153849881,10467.012845397414,27.62,31.795881,46.4032
56,16196.0,8940.979333350284,16682.30329176783,13.67,39.625441,39.44694
57,16196.0,13413.963607033635,12066.82477806815,14.75,36.334975,41.334894
58,16196.0,3941.2741650009993,31930.030625638574,0,46.696925,34.263328
59,16196.0,7480.532719519357,28468.089735950347,3.79,38.079651,40.413244
60,16196.0,8696.560357365035,21804.8085215096,7.83,42.285056,39.54005
61,16196.0,14008.209703954923,15730.709944629973,0,53.180515,40.151173
62,16196.0,9868.034865110118,12605.81604964842,7.3,42.842693,41.541303
63,16196.0,7089.866270913602,12536.260430045948,12.18,32.305455,29.915887
64,16196.0,5454.386252083894,17601.449268697557,8.73,48.68925,38.650969
65,16196.0,10757.74918169181,25340.197760765037,5.29,46.044708,32.853274
66,16196.0,11021.830185159404,24082.838737451944,2.3,49.294149,40.009131
67,16196.0,17253.22,26526.98,0,52.236829,47.002111
68,16196.0,22921.112710159126,7085.081748274023,13.89,53.582728,45.249617
69,16196.0,13175.383292402956,23765.833691572112,27.21,55.512549,42.601242
70,16196.0,12677.071910877143,23415.11626279089,27.42,53.247855,42.546521
71,16196.0,11721.936807945904,22810.711072846738,27.3,47.90947,45.733632
72,16196.0,10925.64560472935,22036.77685547585,27.68,34.728108,46.090275
73,16196.0,10887.108041671792,21996.270259302084,27.27,56.850943,35.364048
74,16196.0,10814.941767134513,21920.96772377883,27.19,35.819012,89.200892
75,16196.0,10592.74268154573,21691.292110597693,27.34,52.632085,41.61218
76,16196.0,10244.451520124088,21360.112230320578,27.58,32.186359,34.190963
77,16196.0,9880.229837293076,21102.000865840986,27.34,42.034198,37.004373
78,16196.0,10622.373788444671,21716.9182999737,27.17,35.316271,30.057861
79,16196.0,11060.478297323263,21721.605940051046,27.64,34.370008,36.418428
80,16196.0,19743.73845992514,15057.785777789404,44.25,38.669674,33.79514
81,16196.0,19498.66419375092,16209.629672948404,44.33,38.433614,27.701477
82,16196.0,19411.86851526681,16615.441464665306,44.43,38.6079,33.201388
83,16196.0,19488.696963788996,16240.457486866771,44.33,33.891428,30.421156
84,16196.0,8757.5990216651,20561.876171924938,27.76,40.699573,32.572364
85,16196.0,8017.8149188717725,20229.02549664576,27.01,45.701352,32.267942
86,16196.0,8796.759030335259,20575.60603203245,27.57,35.651791,28.90809
87,16196.0,9488.372339009664,20860.35164956208,33.19,32.761714,36.100294
88,16196.0,10491.041837282462,21549.650817404457,33.25,41.807438,30.514217
89,16196.0,11114.57888987304,22197.54702511674,33.05,38.178062,33.860812
90,16196.0,11256.341160484277,22345.324922757576,33.22,48.145019,30.499974
91,16196.0,12858.400746319923,23499.70530359134,32.68,31.940852,31.820004
92,16196.0,19366.779719193484,16818.435338524134,44.32,36.332008,37.299033
93,16196.0,24191.83,7948.9,0.03,41.742632,30.294881
94,16196.0,10446.88291880095,21128.041115959415,27.46,35.592352,26.89933
95,16196.0,18089.854826635066,23437.434411560625,44.14,37.95782,34.438103
96,16196.0,17993.514312845855,24272.55277470349,44.12,32.399454,37.841628
97,16196.0,17983.14087585289,24364.761103529865,44.13,34.80721,33.085914
98,16196.0,17962.42421116922,24540.93643411772,44.16,44.694458,33.406748
